Varenr;Varenavn;Utpris ink.mva;Kjøpspris;Kjøpslistepris;Saldo;Varegr.1;Varegr.2;Varegr.3;Pakningsantall;Posteringsgruppe;Sist oppdatert;Leverandør;Lev. varenr;Saldo;Bruk frg/str
807570;Norrøna  falketind warm1 Jacket (M);1199,00;549,500;549,50;3,000;2;3;22;0;4;05.03.15 14:15:22;3;3330-14;3,000;True
626732;Åsnes  FRAM TURSTAV;649,00;325,000;325,00;1,000;6;19;54;0;4;11.01.15 15:59:02;15;540276;1,000;True
696609;Norrøna  falketind warm1 Hoodie (M);899,00;449,500;449,50;0,000;2;13;55;0;4;30.01.15 20:37:59;3;3334-14;0,000;True
561014;Norrøna  /29 warm1 Zip Hood (M);1199,00;599,500;599,50;0,000;2;13;52;0;4;30.01.15 20:21:27;3;1032-13;0,000;True
807609;Norrøna  falketind Windstopper hybrid P;1999,00;949,500;949,50;3,000;2;3;14;0;4;05.03.15 14:37:17;3;3415-15;3,000;True
752502;Fischer  POWERLITE WAX;2500,00;1100,000;1100,00;4,00;6;18;50;0;4;11.01.15 15:59:02;22;N430141;4,00;True
807569;Norrøna  falketind flex1 Pants (W);1549,00;699,500;699,50;1,000;2;3;3;0;4;05.03.15 14:58:25;3;3323-14;1,000;True
696643;Norrøna  svalbard Gore-Tex Pants (M);2499,00;1062,075;1249,50;1,000;2;3;11;0;4;20.02.15 14:40:21;3;4011-13;1,000;True
560975;Norrøna  finnskogen Windstopper Gloves;499,00;249,500;249,50;6,00;2;2;56;0;4;22.02.15 14:13:09;3;0196-05;6,00;True
696591;Norrøna  falketind flex1 Pants (M);1549,00;594,575;699,50;1,000;2;3;11;0;4;05.03.15 14:57:38;3;3321-14;1,000;True
769492;Alfa  Quest Core;1499,00;749,500;749,50;1,000;6;20;57;0;4;24.01.15 12:37:58;23;311105;1,000;True
769503;Alfa  Quest 75 Advance;2799,00;1079,000;1399,50;5,000;6;20;57;0;4;13.01.15 09:22:50;23;349206;5,000;True
769497;Alfa  Quest Advance Wo;2599,00;1299,500;1299,50;0,000;6;20;57;0;4;11.01.15 15:59:02;23;343105;0,000;True
137805;Alpina  Bc 850 Mem.;1299,00;650,000;650,00;0,000;6;20;57;0;4;11.01.15 15:59:02;24;50601K;0,000;True
144956;Crispi  Stetind;2699,00;1025,000;1350,00;8,000;6;20;57;0;4;31.03.15 12:44:53;17;5511199;8,000;True
412586;Fjällräven  Vidda Pro W.;1399,00;700,000;700,00;4,000;2;3;3;0;4;13.03.15 16:45:34;2;F89335;4,000;True
576590;Crispi  FJELLSKI STØVEL SVARTISEN 75 HTG;3299,00;1650,000;1650,00;2,000;6;20;58;0;4;11.01.15 15:59:02;1;C55128;2,000;True
526690;Fjällräven  Keb Trousers W.;2199,00;999,000;1999,00;0,000;2;3;3;0;4;12.03.15 13:50:51;2;89235;0,000;True
155934;Rottefella  Super Telemark;699,00;349,000;349,00;5,000;6;21;59;0;4;11.01.15 15:59:02;25;10100020;5,000;True
554527;Fjällräven  Nils Trousers Fixed;1299,00;599,000;599,00;2,000;2;8;11;0;4;12.03.15 13:45:41;2;81732;2,000;True
412489;Fjällräven  Nils Trousers Fixed;1299,00;600,000;1299,00;1,000;2;3;11;0;4;12.03.15 15:35:26;2;81732;1,000;True
164951;Swix  Basket leather;199,00;79,000;99,50;3,000;6;19;60;0;4;31.03.15 12:44:53;13;RDTR442;3,000;False
561170;Norrøna  svalbard mid weight Pants (M);999,00;499,500;499,50;0,000;2;3;11;0;4;24.02.15 16:14:42;3;4055-10;0,000;True
752638;Fischer  Piggholk Mountain trinse 9mm;80,00;40,000;40,00;1,00;6;19;60;0;4;11.01.15 15:59:02;22;Z84806;1,00;False
741591;Norrøna  trollveggen down750 Jkt (W);3999,00;1999,500;1999,50;2,00;2;3;14;0;4;30.01.15 20:29:56;3;3140-10;2,00;True
593377;Norrøna  lyngen lightweight down750 Jacket M;2999,00;1499,500;1499,50;1,00;2;8;16;0;4;30.01.15 21:09:29;3;3174-12;1,00;True
516523;Norrøna  trollveggen down750 Jacket M;4499,00;2249,500;2249,50;0,000;2;8;16;0;4;30.01.15 21:22:15;3;3040-10;0,000;True
516560;Norrøna  lyngen lw down750 Jkt (M);2999,00;1274,575;1499,50;4,000;2;8;16;0;4;19.02.15 14:46:10;3;3174-12;4,000;True
144007;Swix  T160B Brush rect., fine blue nylon;199,00;99,500;99,50;8,00;6;11;24;0;4;11.01.15 15:59:03;13;T0160B;8,00;False
164929;Swix  P34 XC Wax kit.cont.7pcs.;399,00;199,500;199,50;1,000;6;11;61;0;4;11.01.15 15:59:03;13;P0034;1,000;False
807582;Norrøna  falketind PrimaLoft100 Hood Ja;2499,00;1199,500;1199,50;3,00;2;3;16;0;4;05.03.15 14:53:30;3;3344-15;3,00;True
499436;Start  SG8  Glider;129,00;64,000;64,00;3,00;6;11;62;0;4;11.01.15 15:59:03;0;02538;3,00;True
516333;Norrøna  svalbard arktis cott Ano Jac M/W;1999,00;999,500;999,50;2,000;2;8;16;0;4;30.01.15 21:18:45;3;0118-07;2,000;True
140171;Rex  Tape Universal 5-6par.Ski;199,00;100,000;100,00;3,000;6;11;63;0;4;11.01.15 15:59:03;14;40303;3,000;False
145825;Swix  T825D Plexi scraper 5mm;69,00;34,500;34,50;3,000;6;11;24;0;4;11.01.15 15:59:03;13;T0825D;3,000;False
325397;Swix  Strap shaped touring 24/12;59,00;29,500;29,50;3,00;6;19;60;0;4;11.01.15 15:59:03;13;RDSR2412;3,00;False
145674;Swix  Handle black/cork urethan, 16 mm;179,00;89,500;89,50;4,00;6;19;60;0;4;11.01.15 15:59:03;13;RDPUC100NC;4,00;False
325380;Swix  R391 Straps for jump,carving skis;59,00;29,500;29,50;11,000;6;11;24;0;4;11.01.15 15:59:03;13;R0391;11,000;False
156955;Swix  Ferrule Mountain black, 10 mm;89,00;44,500;44,50;0,000;6;19;60;0;4;11.01.15 15:59:03;13;RDHH933;0,000;False
164886;Swix  CH7 Violet -2C/-8C,60g;89,00;44,500;44,50;3,00;6;11;24;0;4;11.01.15 15:59:03;13;CH007-6;3,00;False
156895;Swix  CH8 Red ?;89,00;44,500;44,50;7,000;6;11;24;0;4;11.01.15 15:59:03;13;CH008-6;7,000;False
164887;Swix  CH10 Yellow 0C/?;89,00;44,500;44,50;10,00;6;11;24;0;4;11.01.15 15:59:03;13;CH010-6;10,00;False
145838;Swix  Violet Grip - V50l Flytende Fiolett;149,00;74,500;74,50;10,000;6;11;19;0;4;11.01.15 15:59:03;13;V050L;10,000;False
741543;Norrøna  /29 logo Beanie 5-pk;1995,00;997,500;997,50;1,00;2;2;21;0;4;30.01.15 21:04:40;3;1562-14;1,00;True
144048;Swix  Blue Grip - V40l Flytende Blå Extra;149,00;74,500;74,50;5,000;6;11;19;0;4;11.01.15 15:59:03;13;V040L;5,000;False
696674;Norrøna  finnskogen hybrid Pants (M/W);1599,00;799,500;799,50;9,00;2;3;64;0;4;22.02.15 14:13:01;3;6063-14;9,00;True
157045;Swix  VR60 Silver Fluor 0/?;149,00;74,500;74,50;1,000;6;11;19;0;4;11.01.15 15:59:04;13;VR060;1,000;False
144047;Swix  V55 Red Special Hardwax 0/?;75,00;37,500;37,50;2,000;6;11;19;0;4;11.01.15 15:59:04;13;V0055;2,000;False
157042;Swix  V40 Blue Extra Hardwax -1/-7C, 45g;75,00;37,500;37,50;5,000;6;11;19;0;4;11.01.15 15:59:04;13;V0040;5,000;False
144045;Swix  V20 Green Hardwax-8/-15C , 45g;75,00;29,000;37,50;2,000;6;11;19;0;4;04.03.15 14:30:46;13;V0020;2,000;False
195065;Swix  V95 Universal Festevoks, Spray, 0c Til -;129,00;64,500;64,50;0,000;6;11;19;0;4;11.01.15 15:59:04;21;V0095;0,000;False
500413;Swix  KX30 Blue Ice Klister, 0C to -12C;119,00;46,000;59,50;6,000;6;11;19;0;4;04.03.15 14:30:46;13;KX30;6,000;False
561225;Norrøna  finnskogen Gore-Tex Pants (M/W;2999,00;1499,500;1499,50;3,00;2;3;64;0;4;22.02.15 14:13:06;3;6001-13;3,00;True
572937;Petzl  VASAK FLEXLOCK Stegjern;1550,00;775,000;775,00;1,00;3;22;65;0;4;11.01.15 15:59:04;26;T05FL 02;1,00;False
685028;Fjällräven  Keb Trousers;2199,00;999,000;1999,00;0,000;2;3;11;0;4;12.03.15 13:50:43;2;82830R;0,000;True
572988;Petzl  FAKIR Stegjernpose;150,00;75,000;75,00;1,00;3;22;65;0;4;11.01.15 15:59:04;26;V01;1,00;False
560994;Norrøna  svalbard synkron Pack 65L (W);3599,00;1799,500;1799,50;3,00;3;10;66;0;4;05.03.15 15:14:03;3;0871-07;3,00;True
696677;Norrøna  dovre dri3 Pants (M/W);2899,00;1449,500;1449,50;5,00;2;3;64;0;4;07.03.15 11:07:44;3;6411-14;5,00;True
560965;Norrøna  recon synkroflex Pack 125L;5499,00;2749,500;2749,50;1,00;3;10;28;0;4;11.01.15 15:59:04;3;0049-03;1,00;True
697228;Åsnes  SKITREKK DOBBEL M.HJUL;499,00;249,000;249,00;0,000;6;23;67;0;4;11.01.15 15:59:04;15;540278;0,000;True
696639;Norrøna  falketind Pack 30L;999,00;499,500;499,50;1,00;3;10;66;0;4;11.01.15 15:59:04;3;3690-14;1,00;True
593385;Norrøna  trollveggen 40L Pack;1699,00;849,500;849,50;0,000;3;10;66;0;4;11.01.15 15:59:04;3;3693-13;0,000;True
593383;Norrøna  trollveggen 45L Pack (M);1699,00;849,500;849,50;0,000;3;10;66;0;4;11.01.15 15:59:04;3;3692-13;0,000;True
741504;Norrøna  /29 logo Beanie;399,00;199,500;199,50;5,00;2;2;21;0;4;30.01.15 20:51:18;3;1462-14;5,00;True
741544;Norrøna  /29 logo Beanie 5-pk;399,00;161,100;179,00;4,000;2;2;21;0;4;20.02.15 14:03:33;3;1562-14;4,000;True
547741;Four Season  BACKPACKERS CUTLERY SITRON;49,00;24,500;24,50;20,00;3;6;68;0;4;11.01.15 15:59:04;8;128006;20,00;False
547759;Four Season  GRILL STICK SYRIN;69,00;24,500;24,50;72,000;3;24;69;0;4;11.01.15 15:59:04;8;212025;72,000;False
481972;Wildo  VIPPKOPP J&F APPELSIN;29,00;13,899;13,89;4,000;3;6;68;0;4;11.01.15 15:59:04;8;120891;4,000;False
672402;LifeMate  Power Eagle;898,00;381,650;449,00;2,00;7;25;70;0;4;20.02.15 10:17:48;1;LTHB-R06;2,00;True
672403;LifeMate  Power Bear;1198,00;509,150;599,00;2,00;7;25;70;0;4;20.02.15 10:17:48;1;LTHB-R12;2,00;True
672406;LifeMate  Apollo 2;998,00;424,150;499,00;2,00;7;25;70;0;4;20.02.15 10:17:48;1;LTHB-S04;2,00;True
791856;Led Lenser  Hodelykt NEO, 90lm,gul;249,00;125,000;125,00;1,000;1;1;1;0;4;11.01.15 15:59:04;1;LL6114;1,000;True
791855;Led Lenser  Hodelykt NEO, 90lm,orange;249,00;125,000;125,00;2,00;1;1;1;0;4;11.01.15 15:59:04;1;LL6113;2,00;True
696074;Led Lenser  Lykt P14.2, 350lm, ES;649,00;279,650;329,00;2,00;1;1;1;0;4;20.02.15 10:17:48;1;LL9414;2,00;True
791853;Led Lenser  Hodelykt NEO, 90lm,grønn;249,00;125,000;125,00;1,00;1;1;1;0;4;11.01.15 15:59:04;1;LL6111;1,00;True
791852;Led Lenser  Hodelykt NEO, 90lm,blå;249,00;125,000;125,00;0,000;1;1;1;0;4;11.01.15 15:59:04;1;LL6110;0,000;True
672349;Led Lenser  Hodelykt H7.2, 250lm, BL;699,00;283,500;349,00;3,000;1;1;1;0;4;18.03.15 12:53:31;1;LL7397;3,000;True
516336;Norrøna  Suspenders;299,00;149,500;149,50;6,000;2;2;8;0;4;11.01.15 15:59:05;3;0146-00;6,000;True
741682;Norrøna  lofoten spare part Bib (W);499,00;249,500;249,50;1,00;2;2;8;0;4;30.01.15 20:15:18;3;5081-14;1,00;True
589321;Devold  JUBILEUM NANSEN ?;249,00;119,000;119,00;10,000;2;2;71;0;4;30.01.15 07:36:23;20;581-063;10,000;True
132354;Devold  BREEZE WOMAN HIPSTER;279,00;139,000;139,00;0,000;2;17;48;0;4;30.01.15 07:38:05;20;180-148;0,000;True
774105;Source  VANNTANK ULTIMATE HYDRATIONSYSTEM 3,0 LITER;549,00;274,000;274,00;3,00;3;10;27;0;4;11.01.15 15:59:05;8;930121;3,00;False
132352;Devold  BREEZE MAN BOXER;299,00;149,000;149,00;1,000;2;17;44;0;4;30.01.15 07:40:38;20;180-145;1,000;True
368949;Source  UTA ADAPTER M/ QMT HELIX VENTIL OG SLANGE;299,00;149,000;149,00;1,00;3;10;27;0;4;11.01.15 15:59:05;8;930192;1,00;False
156726;Four Season  VILLMARKS VAFFELJERN;549,00;274,000;274,00;0,000;3;24;69;0;4;11.01.15 15:59:04;8;159976;0,000;False
691520;Four Season  VILLMARKS PANNEKAKEJERN;599,00;299,000;299,00;2,00;3;24;69;0;4;11.01.15 15:59:04;8;159978;2,00;False
700505;Exped  FlatValve Adapter;59,00;29,500;29,50;4,00;3;6;6;0;4;11.01.15 15:59:05;27;EX-32205140;4,00;False
147233;Therm-A-Rest  Fast and Light Repair Kit;199,00;111,000;111,00;8,00;3;6;72;0;4;11.01.15 15:59:05;18;2-187;8,00;False
700525;Exped  Mat Repair Kit (5 pc);99,00;49,500;49,50;1,000;3;6;6;0;4;11.01.15 15:59:05;27;EX-32205900;1,000;False
206644;Buff  Ull BUFF;299,00;132,000;132,00;4,000;2;2;73;0;4;11.01.15 15:59:04;28;BU1033;4,000;True
233089;Assist Sport  Dauerbind StøTtebandasje Detaljpk.;70,00;28,000;28,00;2,00;7;26;74;0;4;11.01.15 15:59:05;29;061.235.03;2,00;True
145479;Compeed  GnagsåRstift Eske Av 6 Stk;130,00;55,250;65,00;21,000;7;26;75;0;4;20.02.15 10:17:48;1;CO5474700;21,000;False
135961;Compeed  GnagsåRplaster;89,00;37,893;44,58;17,000;7;26;74;0;4;20.02.15 10:17:48;1;CO9310;17,000;True
165703;Compeed  Blister For TæR 3037502;89,00;37,893;44,58;22,00;7;26;74;0;4;20.02.15 10:17:48;1;CO93037500;22,00;False
206654;Buff  JR;199,00;73,950;87,00;7,00;2;2;76;0;4;20.02.15 14:04:53;28;BU1080;7,00;True
140038;Eagle Products  Tursag buet;449,00;179,000;179,00;0,000;3;6;6;0;4;11.01.15 15:59:05;30;GR17;0,000;False
696673;Norrøna  finnskogen hybrid Jacket (M/W);1799,00;899,500;899,50;2,00;2;3;23;0;4;22.02.15 14:13:14;3;6062-14;2,00;True
696676;Norrøna  dovre dri3 Jacket (M/W);3799,00;1899,500;1899,50;2,00;2;3;23;0;4;07.03.15 11:07:31;3;6410-14;2,00;True
206635;Buff  Original;199,00;73,950;87,00;6,000;2;2;73;0;4;20.02.15 14:04:53;28;BU1010;6,000;True
493521;Devold  NORDSJØ SWEATER CREW NECK;999,00;499,000;499,00;0,000;2;13;52;0;4;22.02.15 14:13:15;20;341-550;0,000;True
340578;Devold  BLAATRØIE SWEATER;1099,00;549,000;549,00;0,000;2;13;52;0;4;22.02.15 14:13:14;20;210-553;0,000;True
802171;Lifestraw  LIFESTRAW PERSONAL VANNFILTER;299,00;143,520;143,52;1,000;7;27;77;0;4;11.01.15 15:59:05;31;39010000;1,000;False
135891;Four Season  TALLRIKSLÅDA ORIGINAL KOMPL. GRØNN;199,00;79,000;99,90;3,000;3;6;68;0;4;16.04.15 08:52:44;8;120930;3,000;False
194748;Silva  Field 11;119,00;59,500;59,50;8,000;3;6;78;0;4;11.01.15 15:59:05;21;35334-2001;8,000;True
696679;Norrøna  recon Gore-Tex Pro Pants;3999,00;1999,500;1999,50;1,000;2;3;23;0;4;13.03.15 13:27:50;3;6709-14;1,000;True
164693;Travelsafe  MYGGSTIFFT JAICO 20% DEET;139,00;69,000;69,00;17,00;3;6;79;0;4;11.01.15 15:59:05;8;150029;17,00;False
132852;Fjällräven  Helags Cap;299,00;299,000;299,00;2,00;2;2;2;0;4;22.02.15 14:13:15;2;79660;2,00;True
132851;Fjällräven  Helags Cap;299,00;299,000;299,00;2,00;2;2;80;0;4;22.02.15 14:13:15;2;79660;2,00;True
143652;Travelsafe  MYGG ROLL-ON JAICO 20% DEET;138,00;69,000;69,00;12,00;3;6;79;0;4;11.01.15 15:59:05;8;150027;12,00;False
696678;Norrøna  recon Gore-Tex Pro Jacket;5499,00;2749,500;2749,50;1,00;2;3;23;0;4;22.02.15 14:13:15;3;6708-14;1,00;True
795997;Singing Rock  Magnum Liquid Chalk 150ml;89,00;36,550;43,00;60,000;3;22;81;0;4;20.02.15 14:03:13;32;122266;60,000;False
619842;Eiger  Fleece Korean Hat;149,00;74,500;74,50;2,00;2;2;73;0;4;22.02.15 14:13:08;33;14500;2,00;True
554385;Fjällräven  Övik Melange Beanie;299,00;149,000;299,00;1,00;2;2;2;0;4;12.03.15 13:47:14;2;77261;1,00;True
132815;Fjällräven  Byron Hat;349,00;175,000;349,00;0;2;2;2;0;4;12.03.15 15:20:51;34;79236;0;True
554377;Fjällräven  Byron Hat Thin;299,00;299,000;299,00;2,00;2;2;2;0;4;22.02.15 14:13:08;2;77258;2,00;True
738178;Fjällräven  Byron Hat Thin;299,00;299,000;299,00;1,00;2;2;2;0;4;22.02.15 14:13:14;2;77258;1,00;True
727276;ArcTeryx  Bird Head Toque;299,00;119,500;119,50;3,000;2;2;73;0;4;22.02.15 14:13:06;35;5681;3,000;True
190735;Outdoor Research  RANDO CAP;499,00;271,000;271,00;0;2;2;21;0;4;11.01.15 13:41:38;18;27-221;0;True
190736;Outdoor Research  RANDO CAP;499,00;271,000;271,00;3,000;2;2;21;0;4;22.02.15 14:13:06;18;27-221;3,000;True
727273;ArcTeryx  Classic Beanie Toque;299,00;119,500;119,50;2,00;2;2;73;0;4;22.02.15 14:13:09;35;4307;2,00;True
607976;ArcTeryx  Classic Beanie Toque;299,00;119,500;119,50;1,000;2;2;73;0;4;22.02.15 14:13:09;35;4307;1,000;True
727280;ArcTeryx  Bird Head Toque;299,00;119,500;119,50;4,00;2;2;73;0;4;22.02.15 14:13:04;35;5681;4,00;True
607983;ArcTeryx  Bird Head Toque;299,00;119,500;119,50;3,00;2;2;73;0;4;22.02.15 14:13:04;35;5681;3,00;True
388310;ArcTeryx  Bird Head Toque;299,00;119,500;119,50;6,000;2;2;73;0;4;22.02.15 14:12:59;35;5681;6,000;True
329018;Outdoor Research  Blizzard Hat, W?;399,00;217,000;217,00;2,00;2;2;82;0;4;22.02.15 14:13:10;18;27-343;2,00;True
329017;Outdoor Research  Blizzard Hat, W?;399,00;217,000;217,00;1,00;2;2;82;0;4;22.02.15 14:13:14;18;27-343;1,00;True
607900;ArcTeryx  Rho LTW Beanie;199,00;79,500;79,50;0,000;2;2;73;0;4;22.02.15 14:13:05;35;13456;0,000;True
726876;ArcTeryx  Rho LTW Neck Gaiter;349,00;139,500;139,50;5,000;2;2;73;0;4;22.02.15 14:12:59;35;13454;5,000;True
478917;Brynje  Arctic Hat;399,00;166,000;166,00;0,000;2;2;73;0;4;22.02.15 14:13:14;36;10406000;0,000;True
478891;Brynje  Arctic Longs 1/1 legs;959,00;418,000;418,00;4,00;2;17;83;0;4;22.02.15 14:13:04;36;10400400;4,00;True
478896;Brynje  Arctic Longs 1/1 legs w/ fly;949,00;410,000;410,00;3,00;2;17;83;0;4;20.02.15 14:12:47;36;10400402;3,00;True
478909;Brynje  Arctic Zip Polo Shirt w/thumbfingergrip;1199,00;521,000;521,00;1,00;2;17;84;0;4;22.02.15 14:13:15;36;10401220;1,00;True
478892;Brynje  Arctic Longs 1/1 legs;959,00;418,000;418,00;1,00;2;17;83;0;4;22.02.15 14:13:14;36;10400400;1,00;True
478900;Brynje  Arctic Boxer-shorts;579,00;246,000;246,00;1,00;2;17;83;0;4;22.02.15 14:13:17;36;10400807;1,00;True
328840;Kamik  Petal;299,00;166,000;166,00;3,00;5;9;38;0;4;22.02.15 14:13:09;18;22-350;3,00;True
738442;Fjällräven  Sarek Winter Jacket;3999,00;1999,000;3999,00;2,000;2;3;16;0;4;12.03.15 13:46:17;2;81391;2,000;True
738720;Fjällräven  Sarek Winter Jacket W.;3999,00;1999,000;3999,00;1,00;2;3;14;0;4;12.03.15 13:46:40;2;89929;1,00;True
738722;Fjällräven  Sarek Winter Jacket W.;3999,00;1999,000;3999,00;1,000;2;3;14;0;4;12.03.15 13:46:34;2;89929;1,000;True
685048;Fjällräven  Keb Jacket W.;2799,00;1399,500;2799,00;0;2;3;14;0;4;19.01.15 16:07:25;2;89126;0;True
738388;Fjällräven  Övik Lite Jacket;3499,00;1750,000;3499,00;0,000;2;3;16;0;4;12.03.15 13:47:03;2;81358;0,000;True
738441;Fjällräven  Sarek Winter Jacket;3999,00;1999,000;3999,00;2,00;2;3;16;0;4;12.03.15 13:46:26;2;81391;2,00;True
684955;Fjällräven  Sarek Flannel Shirt LS;1199,00;599,000;1199,00;0,000;2;13;85;0;4;12.03.15 13:45:57;2;81805;0,000;True
738392;Fjällräven  Sarek Heavy Flannel Shirt;999,00;499,000;999,00;0,000;2;13;85;0;4;12.03.15 13:46:07;2;81373;0,000;True
500029;Ulvang  Rav sweater w/zip;799,00;399,500;399,50;2,000;2;13;52;0;4;22.02.15 14:13:12;13;77005;2,000;True
855131;The North Face  M Dnp Hoodie;1999,00;1000,000;1000,00;6,000;2;3;16;0;4;22.02.15 14:13:03;9;A0RW;6,000;True
135988;Trangia  Stekepanne Ns Fellbart HåNdtak;218,00;86,000;109,00;3,000;3;24;69;0;4;22.04.15 13:33:46;1;TR307252;3,000;True
149831;Trangia  Stekepanne UL, NSfor 25 serien;180,00;90,000;90,00;9,00;3;6;68;0;4;22.02.15 14:12:59;1;TR642501;9,00;False
135472;Eagle Products  Bålkjele;269,00;112,000;112,00;5,00;3;24;69;0;4;22.02.15 14:13:02;30;ST400;5,00;False
149248;Primus  Litech Super Set (m/panne);999,00;450,000;999,00;0,000;3;24;69;0;4;31.03.15 13:34:28;2;733310;0,000;False
135984;Trangia  Stormkjøkken 25-4 ULm/Gassbrenner;1398,00;699,000;699,00;1,00;3;6;68;0;4;22.02.15 14:13:20;1;TR147254;1,00;False
164738;Gosystem  GASSBOKS 445 G. INKL. CO2 AVG;99,00;49,500;49,50;-12,000;3;24;86;0;4;22.02.15 14:13:12;8;192500;-12,000;False
349655;Coleman  Coleman Renset Bensin (12/kart);119,00;60,000;60,00;7,000;3;24;86;0;4;22.02.15 14:12:59;16;39252;7,000;False
136052;Primus  OmniFuel m/flaske;2399,00;1200,000;2399,00;0,000;3;24;87;0;4;31.03.15 13:34:52;2;328985;0,000;False
619858;Eiger  Silver Hip Flask Gift Set;299,00;149,500;149,50;0;5;9;40;0;4;11.01.15 14:32:53;33;14546;0;False
562676;Nalgene  LIMEGRØNN HALVGJENNOMSKINNELIG;199,00;71,520;71,52;1,00;7;27;77;0;4;16.03.15 11:16:08;31;29110679;1,00;False
273792;Gosystem  BRENNER ADAPT (TIL STORMKJØKKEN);399,00;199,000;199,00;3,000;3;24;87;0;4;22.02.15 14:13:09;8;192000;3,000;False
145266;Gosystem  BRENNER MINISTOVE;598,00;299,000;299,00;0,000;3;24;87;0;4;22.02.15 14:13:13;8;191112;0,000;False
624808;Gosystem  BRENNER RAPID;279,00;135,000;135,00;1,00;3;24;87;0;4;22.02.15 14:13:13;8;192013;1,00;False
164731;Gosystem  LAMPE MIGHTYLITE;349,00;174,000;174,00;1,00;3;24;88;0;4;22.02.15 14:13:12;8;192110;1,00;False
166468;Msr  Fuel Bottle, CRP Cap;349,00;194,000;194,00;0,000;3;24;87;0;4;22.02.15 14:13:17;18;11-519;0,000;True
143680;Gosystem  BRENSELFLASKE 1,0 LITER;139,00;69,000;69,00;5,000;3;6;89;0;4;22.02.15 14:13:02;8;191019;5,000;False
147098;Msr  Fuel Bottle, CRP Cap;319,00;177,000;177,00;2,00;3;24;87;0;4;22.02.15 14:13:10;18;11-519;2,00;True
164729;Gosystem  BRENSELFLASKE 0,6 LITER;99,00;49,000;49,00;1,00;3;6;89;0;4;22.02.15 14:13:12;8;191018;1,00;False
146887;Sigg  Swiss Quality;199,00;111,000;111,00;0,000;3;6;89;0;4;22.02.15 14:13:16;1;SI8031.90;0,000;True
774067;Wildo  FELTFLASKE 0,75 LITER APPELSIN;99,00;45,000;45,00;4,000;3;6;68;0;4;22.02.15 14:13:01;8;121603;4,000;False
361600;Msr  WL,WLI & WLU Exped Service Kit;499,00;277,000;277,00;1,00;3;24;87;0;4;22.02.15 14:13:13;18;11-65;1,00;False
158923;Msr  DRAGONFLY MSR FUEL PUMP;699,00;388,000;388,00;0;3;24;87;0;4;11.01.15 14:41:45;18;11-96;0;False
158922;Msr  STANDARD MSR FUEL PUMP;699,00;388,000;388,00;1,00;3;24;87;0;4;22.02.15 14:13:12;18;11-95;1,00;False
162929;Eagle Products  Trekopp "speider";109,00;43,000;43,00;0;3;6;68;0;4;11.01.15 14:42:24;30;LW296;0;False
143674;Travelsafe  LAKENPOSE SILKE 220x90 CM;999,00;499,000;499,00;5,00;3;7;9;0;4;20.02.15 14:05:50;8;180420;5,00;False
156745;Travelsafe  LAKENPOSE MICROFIBER MUMMY 240x85/52 CM;199,00;99,000;99,00;6,00;3;7;9;0;4;20.02.15 14:05:50;8;180400;6,00;False
165669;Coghlans  Beholdere til reiseog tur 7 deler;100,00;50,000;50,00;3,000;3;6;90;0;4;22.02.15 14:13:04;1;CG8525;3,000;False
145311;Travelsafe  FØRSTEHJELPSKRIN ADVENTURE;399,00;199,000;199,00;0;7;26;74;0;4;11.01.15 14:44:26;8;925004;0;False
164778;Travelsafe  FØRSTEHJELPSKRIN BASIC;199,00;99,500;99,50;1,000;7;26;74;0;4;22.02.15 14:13:07;8;925001;1,000;False
156803;Travelsafe  FØRSTEHJELPSKRIN WALKING;159,00;79,500;79,50;1,000;7;26;74;0;4;22.02.15 14:13:12;8;925007;1,000;False
145313;Travelsafe  FØRSTEHJELPSKRIN FAMILY CAMPING;599,00;299,000;299,00;0,000;7;26;74;0;4;22.02.15 14:13:08;8;925010;0,000;False
145272;Four Season  SPISEBESTIKK I STÅL;99,00;49,500;49,50;1,000;3;24;69;0;4;22.02.15 14:13:08;8;212001;1,000;False
147626;Coghlans  Kompass Deluxe;100,00;50,000;50,00;0,000;3;6;91;0;4;22.02.15 14:13:13;1;CG9685;0,000;False
343254;Silva  Compass FIELD;219,00;129,000;129,00;5,000;3;6;78;0;4;22.02.15 14:13:01;37;36989-9001;5,000;False
140023;Real Turmat  Chili Con Carne 500 gr;85,00;52,290;52,29;3,000;3;6;15;0;5;26.02.15 16:41:17;11;5108;3,000;False
161632;Hestra  GTX  Performe tum;595,00;236,000;236,00;18,000;2;2;12;0;4;22.02.15 14:12:59;38;3524;18,000;True
388892;ArcTeryx  Venta LT Glove;499,00;227,000;227,00;3,000;2;2;51;0;4;20.02.15 14:02:38;35;8685;3,000;True
388808;ArcTeryx  Gothic Glove;329,00;149,500;149,50;1,000;2;2;51;0;4;22.02.15 14:13:10;35;8242;1,000;True
325256;Swix  Star Xc Gloves Juniors;399,00;199,500;199,50;0;2;2;92;0;4;11.01.15 15:06:07;13;H0205;0;True
136286;Icebug  Speed-L Bugrip Dame;1799,00;765,000;900,00;0,000;5;28;93;0;4;20.02.15 14:03:10;40;55326-9A;0,000;True
222746;Aclima  Woolnet Crew Neck Man;599,00;299,500;299,50;1,000;2;17;43;0;4;22.02.15 14:13:16;41;S-U113WN1M_00004;1,000;True
222745;Aclima  Woolnet Crew Neck Man;599,00;299,500;299,50;2,00;2;17;43;0;4;22.02.15 14:13:10;41;S-U113WN1M_00003;2,00;True
