Varenr;Varenavn;Utpris ink.mva;Kjøpspris;Kjøpslistepris;Saldo;Varegr.1;Varegr.2;Varegr.3;Pakningsantall;Posteringsgruppe;Sist oppdatert;Leverandør;Lev. varenr;Saldo;Bruk frg/str
199038;Elbe  SpiralsøKke 5 Stk 20g;59,00;31,000;31,00;0;4;432;474;0;4;31.01.15 08:49:21;14;601020;0;False
197870;Elbe fiskeharpe makrell;199,00;80,000;105,00;0;1746;552;468;0;4;18.03.15 22:30:27;0;431020;0;False
199908;Plano  PLANO 4588 AIRLINER RODCASE;1199,00;631,000;631,00;0;4;432;476;0;4;31.01.15 08:49:22;14;842314;0;False
199831;Elbe  Rustfri Splittr. 3mm 10st;39,00;21,000;21,00;0;4;432;475;0;4;18.03.15 22:25:33;14;819003;0;False
237412;Elbe  Flueboks Pp Liten;49,00;26,000;26,00;0;4;432;479;0;4;31.01.15 08:49:23;14;845200;0;False
677952;Plano  TELESKOPHÅåv;499,00;263,000;263,00;0;4;432;483;0;4;31.01.15 08:49:24;14;400306;0;False
678052;Plano  PLANO 3630 PRO-LATCH DEEP;169,00;89,000;89,00;0;4;432;478;0;4;18.03.15 22:25:33;14;842323;0;False
237269;G. Loomis  Max Chest Wader Long L;3499,00;1749,000;1749,00;0;4;432;481;0;4;18.03.15 22:25:33;14;798080;0;False
412322;Rapala  RAPALA ANTI-FOG GEL;79,00;41,500;41,50;0;7;29;480;0;4;31.01.15 08:49:26;14;888044;0;False
197859;Elbe  Ferskv.Garn Rød 29mm/22omf;450,00;237,000;237,00;0;4;432;472;0;4;18.03.15 22:25:33;14;400729;0;False
199874;Rapala  Pro Wear Walking Shoes 44;999,00;526,000;526,00;0;4;432;471;0;4;18.03.15 22:25:33;14;830444;0;False
199940;Elbe  Slukboks GrøNn 5 Rom Med.;89,00;47,000;47,00;0;4;432;478;0;4;31.01.15 08:49:29;14;845105;0;False
197361;MARKBOKS MED TRYKKLOKK;39,00;13,000;26,00;0;1746;552;497;0;4;18.03.15 22:30:27;0;084012;0;False
200040;Elbe  SøRberg Fersk.Hv.10stk#10;39,00;20,500;20,50;0;4;432;475;0;4;18.03.15 22:25:33;14;882210;0;False
199844;Rapala  Sling Bag;499,00;262,500;262,50;0;4;432;485;0;4;31.01.15 08:49:31;14;820698;0;False
199878;Rapala  Pro Wear Vaderbag;199,00;105,000;105,00;0;4;432;485;0;4;31.01.15 08:49:31;14;830670;0;False
197823;Elbe  Hytt Medium 37cm;129,00;68,000;68,00;0;4;432;486;0;4;31.01.15 08:49:32;14;400127;0;False
197855;Elbe  Ferskv.Garn Rød 20mm/32omf;450,00;237,000;237,00;0;4;432;472;0;4;18.03.15 22:25:33;14;400720;0;False
197857;Elbe  Ferskv.Garn Rød 24mm/26omf;450,00;237,000;237,00;0;4;432;472;0;4;18.03.15 22:25:33;14;400724;0;False
199944;Elbe  Drivaduppen RøD;49,00;26,000;26,00;0;4;432;473;0;4;31.01.15 08:49:34;14;850007;0;False
199946;Elbe  Drivaduppen RøD/Hvit M/Fo;59,00;31,000;31,00;0;4;432;473;0;4;31.01.15 08:49:35;14;850009;0;False
199961;Elbe  Kastedupp Jupiter 20g;54,00;28,500;28,50;0;4;432;473;0;4;31.01.15 08:49:36;14;851051;0;False
197423;Elbe  Krana Krabbesnøre;49,00;26,000;26,00;0;4;432;468;0;4;18.03.15 22:25:33;14;189260;0;False
197874;Elbe  AgnsnøRe 40m 100g;149,00;78,500;78,50;0;4;432;468;0;4;31.01.15 08:49:37;14;431050;0;False
199042;Elbe  Harpesøkke 300 G Rød;59,00;31,000;31,00;0;4;432;474;0;4;18.03.15 22:25:33;14;603300;0;False
197825;Elbe  Hytt Ekstra Stor 72cm;149,00;78,500;78,50;0;4;432;486;0;4;31.01.15 08:49:38;14;400130;0;False
199895;Plano  1155 Jubileum 50 ÅR;499,00;263,000;263,00;0;4;432;476;0;4;31.01.15 08:49:38;14;842257;0;False
199929;Elbe  Smartsekk Stor;449,00;236,000;236,00;0;4;432;477;0;4;31.01.15 08:49:39;14;843220;0;False
199829;Marttiini  MARTIINI SOPPKNIV M/BØRSTE;299,00;157,000;157,00;0;4;432;482;0;4;31.01.15 08:49:39;14;805140;0;False
199780;Rapala  RAPALA HUNTERS SKINNER;399,00;210,000;210,00;0;4;432;482;0;4;31.01.15 08:49:40;14;802208;0;False
200029;Elbe  SøRberg M/Kulelag.5st#1;49,00;26,000;26,00;0;4;432;475;0;4;18.03.15 22:25:33;14;881501;0;False
200031;Elbe  SøRberg M/Kulelag.5st#6;49,00;26,000;26,00;0;4;432;475;0;4;18.03.15 22:25:33;14;881506;0;False
200048;Elbe  Messinghvirvel 10 Stk No8;39,00;20,500;20,50;0;4;432;475;0;4;18.03.15 22:25:33;14;883008;0;False
200061;3-DELT HVIRVEL 10 ST NO08;35,00;15,000;20,50;0;1746;552;475;0;4;18.03.15 22:30:25;0;883508;0;False
199812;Marttiini  SAMEKNIV 230;699,00;368,000;368,00;0;4;432;482;0;4;31.01.15 08:49:43;14;804005;0;False
199995;Elka  Fishing Extreme Overall L;999,00;526,000;526,00;0;2;31;487;0;4;18.03.15 22:25:33;14;871103;0;False
199846;Rapala  Pro Wear Neoprene Wader 42-43;1399,00;736,000;736,00;0;4;432;481;0;4;31.01.15 08:49:44;14;830332;0;False
237416;Blue Fox  Firefly Batteri M/Lys;79,00;41,500;41,50;0;4;432;473;0;4;18.03.15 22:25:33;14;852274;0;False
412243;Plano  PLANO 728 ANGLED;999,00;526,000;526,00;0;4;432;476;0;4;18.03.15 22:25:33;14;842191;0;False
199059;Elbe  KulesøKke 8 Stk. 7,5g;29,00;15,500;15,50;0;4;432;474;0;4;31.01.15 08:49:46;14;608607;0;False
163112;One Way  Snow Shield;399,00;199,000;199,00;0;7;29;480;0;4;18.03.15 22:25:33;14;60076;0;False
141467;Rapala  Pro Wear Titanium Ht Xl;299,00;120,000;120,00;0;4;432;485;0;4;31.01.15 08:49:48;14;820679;0;False
140416;Rapala  Pro Wear Vanter M;199,00;79,500;79,50;0;4;432;485;0;4;31.01.15 08:49:49;14;820671;0;False
237382;Marttiini  Pelican RøD;499,00;263,000;263,00;0;3;4;4;0;4;31.01.15 08:49:49;14;805261;0;False
237397;Shimano  Breathable Pants;499,00;263,000;263,00;0;2;3;496;0;4;31.01.15 08:49:50;14;825064;0;False
807193;Rapala  RAPALA BÅTHÅV STOR;599,00;315,000;315,00;0;4;432;483;0;4;18.03.15 22:25:33;14;400349;0;False
807393;Rapala  CROSS TRACK VADESKO;999,00;526,000;526,00;0;4;432;471;0;4;18.03.15 22:25:33;14;830944;0;False
677954;Plano  BÅÅTHÅÅV TELE;499,00;263,000;263,00;0;4;432;483;0;4;31.01.15 08:49:52;14;400308;0;False
678056;Plano  PLANO 6203 1-TRAY;399,00;210,000;210,00;0;4;432;478;0;4;18.03.15 22:25:33;14;842387;0;False
237265;G. Loomis  Max Chest Wader King L;3499,00;1749,000;1749,00;0;4;432;481;0;4;18.03.15 22:25:33;14;798080;0;False
237280;G. Loomis  Stinger Fleece Jacket Xl;1299,00;649,000;649,00;0;4;432;485;0;4;18.03.15 22:25:33;14;798110;0;False
237297;G. Loomis  Reel Compact Bag;399,00;199,000;199,00;0;4;432;477;0;4;31.01.15 08:49:55;14;798406;0;False
237299;G. Loomis  Hipbelt Bag;899,00;449,000;449,00;0;4;432;477;0;4;31.01.15 08:49:56;14;798408;0;False
199790;Rapala  Ez Glide 7'' Fillet;199,00;105,000;105,00;0;3;4;4;0;4;31.01.15 08:49:57;14;802264;0;False
199923;Plano  8616 Hip Roof 6-Tray;799,00;421,000;421,00;0;4;432;478;0;4;18.03.15 22:25:33;14;842359;0;False
463115;Mora  Nova System Reservekrone;699,00;368,000;368,00;0;4;432;482;0;4;31.01.15 08:49:58;16;163407;0;False
200014;Normark  Trophy 30g;79,00;41,500;41,50;0;4;432;468;0;4;31.01.15 08:49:59;14;876030;0;False
197372;BOMBESØKKE 27 ASS.  GRØNN;59,00;24,000;36,00;0;1746;552;474;0;4;18.03.15 22:30:27;0;100027;0;False
199931;Rapala  Sportsman 10 Magebelte;129,00;68,000;68,00;0;4;432;477;0;4;31.01.15 08:50:00;14;843500;0;False
199997;Elka  Fishing Extreme Overall Xxl;999,00;526,000;526,00;0;2;31;487;0;4;18.03.15 22:25:33;14;871105;0;False
199061;Elbe  PæResøKke 3g   5stk;29,00;15,500;15,50;0;4;432;474;0;4;31.01.15 08:50:02;14;608803;0;False
807395;Rapala  CROSS TRACK VADESKO;999,00;526,000;526,00;0;4;432;471;0;4;18.03.15 22:25:33;14;830946;0;False
678058;Vmc  DUOLOCK SNAP;29,00;15,500;15,50;0;4;432;475;0;4;18.03.15 22:25:33;14;882580;0;False
237263;G. Loomis  Max Jacket Xl;3999,00;1999,000;1999,00;0;4;432;485;0;4;18.03.15 22:25:33;14;798060;0;False
199963;Elbe  Kastedupp Jupiter 35g;54,00;28,500;28,50;0;4;432;473;0;4;31.01.15 08:50:07;14;851055;0;False
197421;Elias  TRÅLE JUNIORHÅV;139,00;73,000;73,00;0;4;432;483;0;4;31.01.15 08:50:07;14;189250;0;False
200046;Elbe  Messinghvirvel 10 Stk No3;39,00;20,500;20,50;0;4;432;475;0;4;18.03.15 22:25:33;14;883003;0;False
200063;Oterhvirvel elbe 12;39,00;15,000;20,50;0;1746;552;475;0;4;18.03.15 22:30:26;0;883512;0;False
237367;Rapala  Fisherman's Utility 10cm;99,00;52,000;52,00;0;3;4;4;0;4;31.01.15 08:50:10;14;802266;0;False
199044;Elbe  HarpesøKke 500 G Blå;79,00;42,000;42,00;0;4;432;474;0;4;18.03.15 22:25:33;14;603500;0;False
140418;Rapala  Pro Wear Beaufort L;249,00;99,500;99,50;0;4;432;485;0;4;31.01.15 08:50:11;14;820675;0;False
199859;Rapala  Pro Wear Wading Shoes #46;999,00;526,000;526,00;0;4;432;471;0;4;31.01.15 08:50:12;14;830366;0;False
199873;Rapala  Pro Wear Walking Shoes 43;999,00;526,000;526,00;0;4;432;471;0;4;18.03.15 22:25:33;14;830443;0;False
199841;Rapala  Pro Wear Vest Kort L;649,00;341,500;341,50;0;4;432;485;0;4;31.01.15 08:50:13;14;820692;0;False
197826;Elbe  Krabbeteine 62x45cm;139,00;73,000;73,00;0;4;432;515;0;4;31.01.15 08:50:14;14;400140;0;False
197844;Garnpinne plast m/låsepinne;39,00;13,000;15,50;0;1746;559;472;0;4;18.03.15 22:30:26;0;400600;0;False
197851;Elbe  Ferskvannsgarn 35mm/18omf;449,00;236,500;236,50;2,00;4;432;472;0;4;20.04.15 10:00:54;14;400635;2,00;False
197887;Stag til valdresfjøla;99,00;44,500;44,50;0;1746;552;514;0;4;18.03.15 22:30:27;0;442060;0;False
197894;Rudi  VALDRESVINNA M/5 FL;449,00;236,500;236,50;0;4;432;514;0;4;31.01.15 08:50:17;14;444508;0;False
199948;Elbe  ISOPORDUPP GUTTESNØRE;39,00;20,500;20,50;0;4;432;473;0;4;31.01.15 08:50:18;14;850110;0;False
199952;Elbe  Isopordupp 60x43mm;19,00;10,000;10,00;0;4;432;473;0;4;31.01.15 08:50:19;14;850260;0;False
199959;Elbe  Kastedupp Jupiter 10g;54,00;28,500;28,50;0;4;432;473;0;4;31.01.15 08:50:19;14;851049;0;False
199966;Elbe  Tredupp M/Bly 60x32mm/22g;59,00;31,000;31,00;0;4;432;473;0;4;31.01.15 08:50:20;14;852060;0;False
197869;Elbe  NORDNORSK SEIDORG;159,00;83,500;83,50;0;4;432;468;0;4;31.01.15 08:50:21;14;431013;0;False
200016;Normark  Trophy 90g;99,00;52,000;52,00;0;4;432;468;0;4;31.01.15 08:50:22;14;876090;0;False
200002;Normark  STANGHOLDER NORMARK STORM;399,00;210,000;210,00;0;4;432;468;0;4;31.01.15 08:50:22;14;872012;0;False
199048;Elbe  Slangebly 40g 3 Stk;69,00;36,000;36,00;0;4;432;474;0;4;31.01.15 08:50:23;14;605040;0;False
199066;Elbe  PæResøKke 20g  5stk;49,00;26,000;26,00;0;4;432;474;0;4;31.01.15 08:50:24;14;608820;0;False
200009;Elbe  HAVFISKEBOM STOR;49,00;26,000;26,00;0;4;432;468;0;4;31.01.15 08:50:24;14;872025;0;False
199809;Rapala  Clipper;69,00;36,500;36,50;0;4;432;482;0;4;31.01.15 08:50:25;14;802500;0;False
199927;Plano  3282 Fly Box Small;179,00;94,000;94,00;0;4;432;479;0;4;31.01.15 08:50:26;14;842400;0;False
199941;Elbe  FLUEBOKS M/FOAM FISKER;99,00;52,000;52,00;0;4;432;479;0;4;31.01.15 08:50:27;14;845135;0;False
200027;Elbe  SøRberg Hempehv. 5st #1/0;39,00;20,500;20,50;0;4;432;475;0;4;18.03.15 22:25:33;14;881100;0;False
200041;Elbe  SøRberg Fersk.Hv.10stk#12;39,00;20,500;20,50;0;4;432;475;0;4;18.03.15 22:25:33;14;882212;0;False
200052;Elbe  TøNnehvirvel 10 Stk #1;49,00;26,000;26,00;0;4;432;475;0;4;18.03.15 22:25:33;14;883301;0;False
200059;Elbe  3-Delt Hvirvel 10 St No04;39,00;20,500;20,50;0;4;432;475;0;4;18.03.15 22:25:33;14;883504;0;False
199984;Elka  VadestøVler Pvc # 39    S;599,00;315,000;315,00;0;4;432;471;0;4;31.01.15 08:50:30;14;871039;0;False
807363;Sufix  SUFIX PRO 8;2899,00;1523,000;1523,00;0;4;428;402;0;4;18.03.15 22:25:33;14;697740;0;False
807331;Sufix  SUFIX SUPER 21;189,00;75,500;75,50;0;4;428;402;0;4;18.03.15 22:25:33;14;691145;0;False
807333;Sufix  SUFIX SUPER 21;189,00;75,500;75,50;6,00;4;428;402;0;4;28.04.15 15:23:27;14;691160;6,00;False
807340;Sufix  SUFIX PRO 8;549,00;289,000;289,00;6,00;4;428;402;0;4;20.04.15 14:47:37;14;697210;6,00;False
237303;G. Loomis  East Fork Flyline Wf5 F;599,00;299,000;299,00;0;4;428;470;0;4;18.03.15 22:25:33;14;799004;0;False
237310;G. Loomis  Streamdance Flyline Wf4 F;799,00;399,000;399,00;0;4;428;470;0;4;18.03.15 22:25:33;14;799104;0;False
237337;G. Loomis  Stinger Shoot Head Float 11;699,00;349,000;349,00;0;4;428;470;0;4;18.03.15 22:25:33;14;799308;0;False
237344;G. Loomis  Nativerun Shoot Head Float 6;599,00;299,000;299,00;0;4;428;470;0;4;18.03.15 22:25:33;14;799406;0;False
199510;Sufix  Superior 100m 0,80mm;179,00;71,500;71,50;0;4;428;402;0;4;18.03.15 22:25:33;14;691208;0;False
199723;Power Pro  135m 0,23mm Yellow;299,00;149,000;149,00;0;4;428;402;0;4;18.03.15 22:25:33;14;701023;0;False
236876;Vangen  Fortom Hard 12' 0,38mm;39,00;20,500;20,50;0;4;428;402;0;4;31.01.15 08:50:39;14;019118;0;False
236878;Vangen  Fortom Hard 12' 0x 0.26mm;39,00;20,500;20,50;0;4;428;402;0;4;31.01.15 08:50:39;14;019120;0;False
562593;G. Loomis  WIND TAPER WF F;799,00;399,000;399,00;0;4;428;470;0;4;18.03.15 22:25:33;14;999181;0;False
562559;Sufix  832 GORE 250M;599,00;315,500;315,50;0;4;428;402;0;4;18.03.15 22:25:33;14;693818;0;False
562568;Sufix  832 GORE 1500M;2899,00;1450,000;1450,00;0;4;428;402;0;4;18.03.15 22:25:33;14;693920;0;False
562570;Sufix  832 GORE 1500M;2899,00;1450,000;1450,00;0;4;428;402;0;4;18.03.15 22:25:33;14;693928;0;False
562534;Sufix  CAST`N CATCH 500M;99,00;49,500;49,50;0;4;428;402;0;4;18.03.15 22:25:33;14;690801;0;False
562536;Sufix  CAST`N CATCH 500M;99,00;49,500;49,50;0;4;428;402;0;4;18.03.15 22:25:33;14;690803;0;False
199533;Sufix  Perform Fuse 1500m 0,10mm Smoke;2149,00;1075,000;1075,00;0;4;428;402;0;4;18.03.15 22:25:33;14;691610;0;False
199599;Sufix  Matrix Pro 135m 0,16mm Chartre;279,00;139,000;139,00;0;4;428;402;0;4;18.03.15 22:25:33;14;692416;0;False
199642;Sufix  Tru-Braid 250m 0,23mm;749,00;375,000;375,00;0;4;428;470;0;4;31.01.15 08:50:46;14;693023;0;False
199699;Power Pro  275m 0,15mm Mo.Green;499,00;249,000;249,00;0;4;428;402;0;4;18.03.15 22:25:33;14;700215;0;False
412113;Power Pro  PP DEPTH HUNTER 1600M;2999,00;1499,000;1499,00;0;4;428;402;0;4;18.03.15 22:25:33;14;702236;0;False
199695;Power Pro  135m 0,36mm Mo.Green;299,00;149,000;149,00;0;4;428;402;0;4;18.03.15 22:25:33;14;700036;0;False
237137;Sufix  832 Gore Braid 250m 0,13mm Green;499,00;249,000;249,00;0;4;428;402;0;4;31.01.15 08:50:49;14;693213;0;False
237346;G. Loomis  Nativerun Shoot Head Float 8;599,00;299,000;299,00;0;4;428;470;0;4;18.03.15 22:25:33;14;799406;0;False
562595;G. Loomis  WIND TAPER WF F;799,00;399,000;399,00;0;4;428;470;0;4;18.03.15 22:25:33;14;999183;0;False
199542;Sufix  Perform Fuse 135m 0,18mm Neon;249,00;125,000;125,00;0;4;428;402;0;4;18.03.15 22:25:33;14;691718;0;False
199565;Sufix  Matrix Pro 135m 0,30mm Black;279,00;139,000;139,00;0;4;428;402;0;4;18.03.15 22:25:33;14;692030;0;False
199608;Sufix  Matrix Pro 135m 0,58mm Chartre;279,00;139,000;139,00;0;4;428;402;0;4;18.03.15 22:25:33;14;692458;0;False
412122;Power Pro  PP SUPER8 SLICK;549,00;275,000;275,00;0;4;428;402;0;4;18.03.15 22:25:33;14;702919;0;False
199616;Sufix  Matrix Pro 250m 0,27mm Chartre;499,00;249,000;249,00;0;4;428;402;0;4;18.03.15 22:25:33;14;692527;0;False
237120;Sufix  Siege 300m 0,23mm;159,00;63,500;63,50;0;4;428;402;0;4;31.01.15 08:50:55;14;691023;0;False
140939;Sufix  Ice Magic Red 0,13;49,00;26,000;26,00;0;4;428;402;0;4;18.03.15 22:25:33;14;496513;0;False
807338;Sufix  SUFIX PRO 8;339,00;178,500;178,50;0;4;428;402;0;4;18.03.15 22:25:33;14;697121;0;False
237312;G. Loomis  Streamdance Flyline Wf6 F;799,00;399,000;399,00;0;4;428;470;0;4;18.03.15 22:25:33;14;799104;0;False
237335;G. Loomis  Greased Mid Spey Float 9;999,00;499,000;499,00;0;4;428;470;0;4;18.03.15 22:25:33;14;799208;0;False
562561;Sufix  832 GORE 250M;599,00;315,500;315,50;0;4;428;402;0;4;18.03.15 22:25:33;14;693824;0;False
199527;Sufix  Perform Fuse 250m 0,10mm Smoke;359,00;199,000;199,00;0;4;428;402;0;4;18.03.15 22:25:33;14;691510;0;False
199529;Sufix  Perform Fuse 250m 0,16mm Smoke;359,00;199,000;199,00;0;4;428;402;0;4;18.03.15 22:25:33;14;691516;0;False
199544;Sufix  Perform Fuse 135m 0,23mm Neon;199,00;99,000;99,00;0;4;428;402;0;4;18.03.15 22:25:33;14;691723;0;False
199546;Sufix  Perform Fuse 250m 0,12mm Neon;399,00;199,000;199,00;0;4;428;402;0;4;18.03.15 22:25:33;14;691812;0;False
199561;Sufix  Matrix Pro 135m 0,18mm Black;279,00;139,000;139,00;0;4;428;402;0;4;18.03.15 22:25:33;14;692018;0;False
199563;Sufix  Matrix Pro 135m 0,23mm Black;279,00;139,000;139,00;0;4;428;402;0;4;18.03.15 22:25:33;14;692023;0;False
199580;Sufix  Matrix Pro 250m 0,38mm Black;499,00;249,000;249,00;0;4;428;402;0;4;18.03.15 22:25:33;14;692138;0;False
199593;Sufix  Matrix Pro 1500m 0,38mm Black;2399,00;1199,000;1199,00;0;4;428;402;0;4;18.03.15 22:25:33;14;692238;0;False
199595;Sufix  Matrix Pro 1500m 0,58mm Black;2399,00;1199,000;1199,00;0;4;428;402;0;4;18.03.15 22:25:33;14;692258;0;False
199627;Sufix  Matrix Pro 1500m 0,20mm Chartr;2399,00;1199,000;1199,00;0;4;428;402;0;4;18.03.15 22:25:33;14;692620;0;False
199629;Sufix  Matrix Pro 1500m 0,27mm Chartr;2399,00;1199,000;1199,00;0;4;428;402;0;4;18.03.15 22:25:33;14;692627;0;False
199678;Sufix  Tapered Fly Leader 12' 0,45mm;59,00;23,500;23,50;0;4;428;470;0;4;31.01.15 08:51:09;14;694345;0;False
199644;Sufix  Tru-Braid 250m 0,36mm;749,00;375,000;375,00;0;4;428;470;0;4;31.01.15 08:51:09;14;693036;0;False
199710;Power Pro  1370m 0,10mm Mo.Green;2499,00;1249,000;1249,00;0;4;428;402;0;4;18.03.15 22:25:33;14;700610;0;False
199727;Power Pro  135m 0,41mm Yellow;299,00;149,000;149,00;0;4;428;402;0;4;18.03.15 22:25:33;14;701041;0;False
199744;Power Pro  1370m 0,19mm Yellow;2499,00;1249,000;1249,00;0;4;428;402;0;4;18.03.15 22:25:33;14;701619;0;False
197374;Elbe  Superstrong 200 M 0.30mm;139,00;55,500;55,50;0;4;428;402;0;4;31.01.15 08:51:13;14;100030;0;False
199761;Shimano  Biocraft Xta Scandic Sh #9f;599,00;315,000;315,00;0;4;434;493;0;4;31.01.15 08:51:13;14;764509;0;False
199763;Shimano  Biocraft Xta Scandic Sh #11f;599,00;315,000;315,00;0;4;434;493;0;4;31.01.15 08:51:14;14;764511;0;False
199512;Sufix  Superior 100m 1,00mm;199,00;79,500;79,50;0;4;428;402;0;4;18.03.15 22:25:33;14;691210;0;False
199434;Sufix  Xl Strong 300m 0,18mm;129,00;51,500;51,50;0;4;428;402;0;4;18.03.15 22:25:33;14;690118;0;False
237177;Sufix  832 Gore Braid 1500m 0,18mm Lime;2799,00;1473,000;1473,00;0;4;428;402;0;4;31.01.15 08:51:17;14;693618;0;False
412109;Power Pro  PP DEPTH HUNTER 300M;599,00;299,000;299,00;0;4;428;402;0;4;18.03.15 22:25:33;14;702036;0;False
412111;Power Pro  PP DEPTH HUNTER 1600M;2999,00;1499,000;1499,00;0;4;428;402;0;4;18.03.15 22:25:33;14;702228;0;False
412126;Power Pro  PP SUPER8 SLICK;549,00;275,000;275,00;0;4;428;402;0;4;18.03.15 22:25:33;14;703023;0;False
199476;Sufix  Xcelon 300m 0,25mm;149,00;60,000;60,00;0;4;428;402;0;4;18.03.15 22:25:33;14;690525;0;False
199478;Sufix  Xcelon 300m 0,35mm;149,00;60,000;60,00;0;4;428;402;0;4;18.03.15 22:25:33;14;690535;0;False
199473;Sufix  Xcelon 300m 0,18mm;149,00;60,000;60,00;0;4;428;402;0;4;18.03.15 22:25:33;14;690518;0;False
199480;Sufix  Xcelon 300m 0,40mm;149,00;60,000;60,00;0;4;428;402;0;4;18.03.15 22:25:33;14;690540;0;False
199491;Sufix  Xcelon 2440m 0,45mm;1249,00;499,000;499,00;0;4;428;402;0;4;18.03.15 22:25:33;14;690745;0;False
163093;Sufix  Ice Magic Clear 0,19;49,00;26,000;26,00;0;4;428;402;0;4;18.03.15 22:25:33;14;496419;0;False
163095;Sufix  Ice Magic Red 0,15;49,00;26,000;26,00;0;4;428;402;0;4;18.03.15 22:25:33;14;496515;0;False
140935;Sufix  Ice Magic Clear 0,13;49,00;26,000;26,00;0;4;428;402;0;4;18.03.15 22:25:33;14;496413;0;False
237148;Sufix  832 Gore Braid 1500m 0,15mm Green;2799,00;1473,000;1473,00;0;4;428;402;0;4;31.01.15 08:51:27;14;693315;0;False
807359;Sufix  SUFIX PRO 8;2899,00;1523,000;1523,00;0;4;428;402;0;4;18.03.15 22:25:33;14;697724;0;False
807325;Sufix  SUFIX SUPER 21;189,00;75,500;75,50;0;4;428;402;0;4;18.03.15 22:25:33;14;691118;0;False
807327;Sufix  SUFIX SUPER 21;189,00;75,500;75,50;0;4;428;402;0;4;18.03.15 22:25:33;14;691125;0;False
807342;Sufix  SUFIX PRO 8;549,00;289,000;289,00;0;4;428;402;0;4;18.03.15 22:25:33;14;697215;0;False
807344;Sufix  SUFIX PRO 8;549,00;289,000;289,00;0;4;428;402;0;4;18.03.15 22:25:33;14;697221;0;False
677824;Shimano  EXAGE 0,22MM 2500 STR;69,00;36,500;36,50;0;4;428;402;0;4;18.03.15 22:25:33;14;120018;0;False
237314;G. Loomis  Streamdance Flyline Wf8 F;799,00;399,000;399,00;0;4;428;470;0;4;18.03.15 22:25:33;14;799104;0;False
237316;G. Loomis  Streamdance Flyline Wf7 I;799,00;399,000;399,00;0;4;428;470;0;4;18.03.15 22:25:33;14;799116;0;False
237331;G. Loomis  Max Taper Flyline Wf8 F;799,00;399,000;399,00;0;4;428;470;0;4;18.03.15 22:25:33;14;799164;0;False
237333;G. Loomis  Greased Mid Spey Float 11;999,00;499,000;499,00;0;4;428;470;0;4;18.03.15 22:25:33;14;799208;0;False
237348;G. Loomis  Nativerun Shoot Head Int 6;599,00;299,000;299,00;0;4;428;470;0;4;18.03.15 22:25:33;14;799416;0;False
237350;G. Loomis  Nativerun Shoot Head Int 8;599,00;299,000;299,00;0;4;428;470;0;4;18.03.15 22:25:33;14;799418;0;False
237363;G. Loomis  Polyleader Salmon Int 11';139,00;69,500;69,50;0;4;428;470;0;4;31.01.15 08:51:36;14;799620;0;False
237365;G. Loomis  Polyleader Salmon Xs Fast S 8';139,00;69,500;69,50;0;4;428;470;0;4;31.01.15 08:51:37;14;799620;0;False
199716;Power Pro  1370m 0,32mm Mo.Green;2499,00;1249,000;1249,00;0;4;428;402;0;4;18.03.15 22:25:33;14;700632;0;False
236882;Vangen  Fortom Hard 12' 4x 0.18mm;39,00;20,500;20,50;0;4;428;402;0;4;31.01.15 08:51:39;14;019124;0;False
562589;G. Loomis  PRESENTATION TAPER WF F;799,00;399,000;399,00;0;4;428;470;0;4;18.03.15 22:25:33;14;999173;0;False
562591;G. Loomis  PRESENTATION TAPER WF F;799,00;399,000;399,00;0;4;428;470;0;4;18.03.15 22:25:33;14;999175;0;False
562557;Sufix  832 GORE 250M;599,00;315,500;315,50;0;4;428;402;0;4;18.03.15 22:25:33;14;693813;0;False
562540;Sufix  CAST`N CATCH 600M;129,00;64,500;64,50;0;4;428;402;0;4;18.03.15 22:25:33;14;690820;0;False
199493;Sufix  Xcelon 1360m 0,60mm;1249,00;499,000;499,00;0;4;428;402;0;4;18.03.15 22:25:33;14;690760;0;False
237180;Sufix  832 Gore Braid 1500m 0,28mm Lime;2799,00;1473,000;1473,00;0;4;428;402;0;4;31.01.15 08:51:43;14;693628;0;False
807329;Sufix  SUFIX SUPER 21;189,00;75,500;75,50;0;4;428;402;0;4;18.03.15 22:25:33;14;691135;0;False
562555;Sufix  832 GORE 120M;349,00;183,500;183,50;0;4;428;402;0;4;18.03.15 22:25:33;14;693724;0;False
562538;Sufix  CAST`N CATCH 275M;99,00;49,500;49,50;0;4;428;402;0;4;18.03.15 22:25:33;14;690805;0;False
237145;Sufix  832 Gore Braid 250m 0,42mm Green;499,00;249,000;249,00;0;4;428;402;0;4;31.01.15 08:51:45;14;693242;0;False
412128;Power Pro  PP SUPER8 SLICK;549,00;275,000;275,00;0;4;428;402;0;4;18.03.15 22:25:33;14;703032;0;False
146083;Sufix  Ice Magic Red 0,19;49,00;26,000;26,00;0;4;428;402;0;4;18.03.15 22:25:33;14;496519;0;False
807361;Sufix  SUFIX PRO 8;2899,00;1523,000;1523,00;0;4;428;402;0;4;18.03.15 22:25:33;14;697730;0;False
236880;Vangen  Fortom Hard 12' 2x 0.22mm;39,00;20,500;20,50;0;4;428;402;0;4;31.01.15 08:51:48;14;019122;0;False
199523;Sufix  Perform Fuse 135m 0,16mm Smoke;199,00;99,000;99,00;0;4;428;402;0;4;18.03.15 22:25:33;14;691416;0;False
199534;Sufix  Perform Fuse 1500m 0,12mm Smoke;2149,00;1075,000;1075,00;0;4;428;402;0;4;18.03.15 22:25:33;14;691612;0;False
